date,summary
2022-12-27,Shares of Amazon.com inc. amzn 1.53 slipped 2.59 to 83.04 on Tuesday. The dow Jones industrial average djia rose 0.11 to 33241.56 and the sp 500 index spx 0.73 falling 0.40 to 3829.25.
2022-12-27,"Apple Inc. aapl 8.4%, microsoft corp. msft 8.3%, unitedhealth group inc. unh 3.4%. alphabet inc. class a googl 3.0%, home depot inc. hd 2.6%. JPMorgan Chase co. jpm 2.5%. Amazon.com inc. amzn 2.4% "
2022-12-28,Amzn missed earnings expectations for the first quarter and reduced its guidance for the second quarter. It is a member of the consumer discretionary sector of the sp 500. It's like both target and walmart is a part of the Consumer Discretionary sector. 
2022-12-28,"The new law requires companies that employ warehouse workers directly or indirectly to provide them with a written description of quotas to which they are subject. Amazon.com inc. amzn 1.53 and united parcel service inc. ups 1.22 are two of the companies that have to comply. The law is set to take effect in February 60 days after it was signed. Amazon shareholders are once again submitting a resolution calling for an independent audit and report on working conditions at the company's warehouses.       .   ""The law will take effect on February 1st"". Amazon has more than double the rate of injuries at amazon than at other warehouses, according to a proxy season shareholder resolution. The resolution cites numerous reports and findings including by the division of occupational safety and health of the state of washington department of labor and industries. New York has seen a big increase in warehouse facilities with Amazon opening more than 70 facilities in the state since January 2021. Amazon and ups did not immediately return requests for comment this week but they did not respond to previous requests for information.   .  The warehouse worker protection act has been passed by the state senate. It will prevent corporations like Amazon and Ups from exploiting their employees and leaving the workers to deal with their injuries. The author of the senate version of the bill, Jessica Ramos, said it is a victory for workers."
2022-12-28,Amazon.com inc. closed 89.58 below its 52week high of 171.40 reached on January 4th. Amazon.com Inc. has a market value of $1.2 trillion.       i.e. the company's value is based on current share price. Shares of Amazon.com inc. amzn 1.53 slid 1.47 to 81.82 on Wednesday. The sp 500 index spx 0.73 fell 1.20 to 3783.22 and dow Jones industrial average djia 0.77 falling 1.10 to 32875.71. This was the stocks second consecutive day of losses.
2022-12-28,"Goog and Amazon are rolling out features that blend online sharing and shopping. Tiktok bdnce, youtube goog and amazon.com amzn are among the companies rolling out new features that combine online sharing with shopping. tiktok.bdnce is available on YouTube. Amazon recently unveiled its own copycat inspire app. Its chinese sister app enabled goods valued at 119 billion to be sold in 2021, and Amazon recently unveiled a copycat app of the same name as well. It allows you to buy goods worth 119 billion in 2021. Amazon and others are offering shopping features at no additional cost for some services. The service is available on Amazon.com and others. It's not available on Google Play or on some other services. It is available for free on some services, but not on others."
2022-12-28,"Amazon's cloud unit has been working to close the gap between cloud computing and on-line storage. Amazon.com has a cloud computing division called Amazon Cloud Services. Amazon Cloud Service is based at Amazon's HQ2 in Seattle. Amazon's cloud service is a joint venture with Microsoft.  Amazon omics index information so researchers can focus on making advances in precision medicine. kasshout said that ultimately Amazon omics serves as a way to efficiently index information and help researchers focus on their research.    i.e. it's a way of efficiently indexing information.  Amazon omics encourages collaboration between research groups, smaller clinical groups and intelligence and pharmaceutical companies, according to Boris Oklander, cofounder and chief technology officer of c2i genomics, who is also a cofounder of amazon. omics also encourages collaboration with research groups.  oklander participated in the beta for amazon omics after developing its own dataanalysis technology. oklander is a company that participated in beta for Amazon omics and developed its own technology for dataanalysis. Oklander is also a company which developed data analysis technology. More than a dozen customers and partners tested a beta version of Amazon's omics service and are already using it. Amazon is launching a full version of the service in the next few months.      Â   i.e. it will be available on Amazon.com."
2022-12-28,"Tesla inc. and Amazon are one of two companies ejected from the 1 trillion market cap club this year, along with tsla inc., tsla 1.54 along with amazon. tsla Inc. is one of the two companies to be ejected.  Amazon.com inc. amzn 1.53 on Tuesday became the third megacap index constituent along with facebook parent meta platforms inc. meta 1.00 and netflix inc. nflx 2.49 to finish below its closing low from the covid crash in march 2020. Amazons market cap has fallen by nearly half to 843 billion. Amazon is the second most valuable company in the world, after Apple.       in terms of market capitalization, Amazon's market cap is down to $843 billion from $1.6 trillion."
2022-12-28,"Amazons amzn is the third of the megacap faang stocks to close below its closing low made during the covid crash in march 2020. The index is an index of 10 of todays highlytraded tech giants. It is called the FANG index. Tesla and amzn lost their 1 trillion market cap club status this year and are now worth less than $1 trillion each. tesla tsla along with amzn is one of the two names that lost their market cap status.    Amazons market cap has been cut in half since the beginning of the year. It is down to 843 billion from 847 billion before.    It is the second most valuable company in the world after Google, which has lost half of its market cap. "
2022-12-28,"The move will complement amazons effort to double down on sports programming through its prime video service. It will also be a key channel to attract consumers to its shopping platform. It is expected to be available on Amazon's Prime Video service starting in 2018.   Amazon already owns the rights to stream games including national football leagues thursday night football franchise and premier league soccer matches in the UK. Amazon wants to better compete with sports streaming leader walt disney co disn.n.amazone.com. Amazon.com inc amzn.o is working on a standalone app for watching sports content, according to a source with direct knowledge of the plan. The app is expected to be released in the next few months.    .   for confidential support call the Samaritans.  app is not clear if Amazon will go through with the plan to roll out the sports app according to the report. It's not clear when it will roll out it.   if it would go through the plan    to the plan.  for the app.   amazon did not immediately respond to a reuters request for comment on the matter. iReporters request to be contacted. iReuters request to comment. iReport: iReport to be updated. Report to the relevant news agency or news agency. "
2022-12-28,"Facebook, Amazon, Netflix, Google and Google Goog have reported poor earnings and seen their stock price get decimated as a result. Many of the socalled fang stocks such as facebook, facebook, meta platforms, amazon, amzn, netflix and goog googl have reported relatively poor earnings."
2022-12-28," looks similar chartwise to aaplmsft amzn. There is a strong chance that it will implode in 2023. There's also a chance that the final drawdown in this cycle is delayed, but it's possible it's not as well."
2022-12-28,"The retailer missed Wall Street expectations for its fiscal first quarter and saw a drop in online sales. Now read amazons tiktokstyle feed is a smart move but poses challenges, according to ecommerce experts.    .     "
2022-12-28,"He bought stock in amazon.com. He will keep an eye on Amazon.com's stock market performance in the future. He may buy more shares in the company in the long-term. He has no plans to do so at the moment.  Dad invested most of his and mom's 401k plans into index funds. The rest of their savings went into two stocks apple aapl. Mom used apple computers in her classroom and Amazon.com products.    i.e. because she loved the products. Dad bought shares for himself and his wife and 8000 shares for his daughter. The daughter was less than a year old at the time. She couldn't get the money until she was 18, so it took 17 years for the account to grow. Dad was convinced that Amazon would change the way used books are sold. Mom and dad made 8000 gifts to the womans uniform account and bought her shares of Apple and Amazon every year to boost her account.    They made the gifts because they knew the best apple and amazon. They also made gifts for the minors account.  her investments into Apple and Amazon stock 25 years ago. Now it's old news to her, but she's still amazed what 8000 investments into apple and amazon stock can do after 25 years. She's amazed at the value of 8000 invested in these stocks. "
2022-12-29,"chartmaster charts are so bad its worth nothing. Carter worth looks at charts the traders like rivian disney and amazon. in this video. Share the article via Facebook, Twitter, Linkedin, or via email to share it on the charting website."
2022-12-29,"warner bros. discovery wbd wbd is a 1 of the portfolio position purchased this quarter at prices between 11.30 and 17.50. Amazon.com amzn is a 2nd place position built during the last two quarters at prices from 102 to 170. The stock currently trades well below that range at 82.  the largest five stakes are alphabet fiserv amazon.com hca healthcare and general motors.    i   in this article we have stated that the largest 5 stakes are.  in fact, the largest stakes are   and are:  "
2022-12-29,"Apple is not the leader in the Sunday ticket market. Tech giants like Amazon, Google and others are going to try to buy it. Previous owner dtv didn't even want to bid at the previous 1.5 billion level. Apple is not going to let this happen."
2023-01-01,"Advertising is an important future growth diver for Amazon. It benefits existing eyeballs by providing them with unique proprietary data and scale. It also provides room for continued growth. It is these network effect that makes it an important part of Amazon's business model.  AWS is the leading cloud services provider ahead of microsoft azure msft and google cloud googl. This segment has massive long-term growth potential stemming from the ongoing digital transformation and migration to the cloud, which has slowed in recent months but is still only just beginning. ""We conclude with our strong opinion on Amazon and investing in select growth stocks in the current market environment.   “We believe Amazon is a good investment choice in the present market environment.""   ""We believe that Amazon is one of the best growth stocks.""  Amzn has a special focus on Amazon. They compare it to peers on the same financial metrics but also dive into its specific business fundamentals, including competitive advantages, scale and subscriptions like prime and its burgeoning advertising business risks and valuation. They focus on amazon nasdaqamzn. Amzon has access to vast proprietary data including real time data. There are many people using amazons platform already.       in the market already and have access to it's data.  In the market there are many more people using it already."
2023-01-01,The 3.64 amzn stake was built in h2 2021 at prices between 160 and 186. Next quarter saw a 20 selling between 136 and 170. There was a marginal increase in the las two quarters. The stock is now at 84.     
2023-01-02,"Most contributors are expecting negative returns in 2023, according to Yahoo article. Top commentators have warned of recession, including michael burry, big short fame, yy jassy, mark zuckerberg, leon cooperman and meta meta's ceo."
2023-01-02,"Grubhub and Amazon want to understand the impact of the synergy between them on Amazon Prime Retention Data. The partnership is mainly aimed at understanding the impact on Amazon's prime data retention data.    i think the partnerships goal is to understand their impact on this data. Amzn has partnered with grubhub and has a stake in the company. amazon.com is owned by Amazon.com, which has a big stake in Grubhub. Amazon. com has a lot of e-commerce and distribution platforms.  Amazon is set to buy grubhub. It will be the biggest acquisition by the company since whole foods. It can be a significant accelerator to value realization for Grubhub's shareholders. Amazon will partner with GrubHub if it has a poor offering.  lastmile optionality. Amazon has strong underlying ebitda. Amazon acquires huge last mile optionality and strong lastmile options. Amazon also acquires big last mile options and strong underlyingebitda, and a lot of lastmile possibilities. Amazon buys lastmile. If Amazon wants to buy Grubhub, it will have to pay a serious price for it. Amazon might be willing to do that if this deal goes well.    i believe it will be. If this is good, Amazon will buy grubhub. "
2023-01-02,"Wickr was acquired by Amazon Web Services in June 2021 and will no longer be used by wickr users.    i.e. in june 2021 wickr will be no longer used by anyone. i.a.k.u.c. Amazon is committed to preventing child sexual abuse material csam in every segment of their business including wickr. Wickr has strict terms of use that clearly prohibit illegal activity and amazon web services spokesperson confirmed this in a statement to NBC News in June.  Amazon logo is displayed on a smartphone with stock market percentages in the background. in this photo illustration an amazon logo and the stock market percentage are displayed. in the photo illustration, the amazons logo is shown on the smartphone with the percentages.  Wickr stopped accepting new users after December 31 and will shut down completely on December 31. Wickr is an amazon owned encrypted chat platform that will be shut down on Dec. 31st this year. It will be available only to existing users. It is available only on Amazon."
2023-01-03," it serves as a marketing tool for amazon prime in our opinion. It's a good way to promote Amazon Prime.    for Amazon Prime is a good marketing tool  for them as well as a way to advertise Amazon Prime as a better product.  Amzn is moving towards its objective of turning into a company with a razorrazorblade business model with the low margin online business fueling sales of the high margin segments, such as marketplace advertisements and subscriptions. georgeclerk.com is an investment conclusion. The Amazon Web Services business is currently delivering almost all of the company's earnings and keeping amzn profitable. The cloud computing segment continues to grow rapidly in an industry that appears to be in the nascent stage of its evolution. The company's cloud computing business is growing rapidly. Aws is a major long-term growth driver for Amazon. Amazon is likely to maintain its industry leadership, but its market share might moderate given the law of large numbers. Amazon's market share may moderate, but it's likely to stay at the top. The goal is to keep customers in the Amazon ecosystem and drive additional sales for Amazon.com and keep them in the amazon ecosystem in the long-term. Amazon.co.uk is based in Seattle, Washington and has a presence in more than 100 countries."
2023-01-03,"Stag industrial stag owns industrial property that greatly benefited from the growth of ecommerce companies like amazon amzn. here are a few examples of reits that Stag is buying.   i am buying reits from the following companies: Amazon, Stag and Stag Industrial."
2023-01-03, loop named Amazon a top idea for 2023. Amazon shares gained 2.2 after loop named the ecommerce giant a top stock to buy. Loop said the stock is well positioned to outperform. Amazon stock is up 2.6% today.  
2023-01-03,"amzn 1.53 and google arose from the ashes of economic slumps. They're gaining traction much like amazon amzn 1:53 and Google are gaining traction from the economic slump.   Google is gaining traction.  Google and Amazon amzn amzn    Some startups are flush with cash and provide a strong contrast to major employers like facebook parent company meta platforms inc. and others that have been shedding workers by the thousands. Some startups especially those in ai are flush, while others are struggling to compete with the big companies."
2023-01-03,"Amzns business lends itself to operating leverage especially in the ecommerce segment, according to the company's website. The company is seeking alpha-enormous growth potential in this area.   Â. Â   y   Y   Amzns extensive and stillimproving fulfillment network will lead to further margin improvements for Amzns.    i expect further improvement in profit margin for amzns as a result of this and other improvements in the company's operations. i expect more margin improvements.   amzn is one of my higher conviction ideas in the market today. It's an attractive secular growth story and value proposition.    i'm not sure if it's a good idea to invest in it. I think it's one of his higher conviction.  Amzn is one of my higher conviction ideas in the market today and I think it's worth leaning into this idea.  i continue to find amzn to be one of his higher conviction Ideas in the Market today. i find it a good investment today.  Even though Amazon Web Services continues to grow rapidly, the stock price continues to struggle. Amazon has high operating margins but low stock price. Amazon.com has a market value of $1.2 billion.       i.e. the company's stock price is not appreciating. "
2023-01-03,Amzn saw a wave of Prime subscribers from its Thursday night football broadcast. Amazon saw the same thing with its amazon amzn service as well. Amazon amzn saw the wave of prime subscribers from the football broadcast on Thursday night. Amazon AMZN saw it also with its Amazon Prime service.
2023-01-03,"In the long-term, Amazon's position as a market leader places them in the perfect position for a much-awaited rebound, according to Mr. Cawthon. He believes their undeniable position as the market leader will help Amazon's long-run success. Innovations in delivery vehicles route selections, cloudserver infrastructure and website design further help to drive Amazon's profitability. amazon.com about such innovations in delivery cars route selections and cloud server infrastructure. Amazon.com provides information about them on their website.   amazon prime membership subscription model.    .   for Amazon Prime.  for the Prime membership subscription.  For Amazon Prime membership model. For the Prime memberships. For Prime membership.  to the Prime Membership subscription model and for Prime membership membership. Amazon.com inc. nasdaqamzn is a global name in ecommerce and cloud server technologies. We are investing in Amazon.com Inc. and Amazon Cloud Service Inc. (ACI).    i.e. we are an investment thesis.   is Amazon's cloud infrastructure asaservice product. Amazon excels in promoting and executing their cloudinfrastructure product. amazon excel in promoting it. Amazon continues to excel in executing it.   as a service product.  Amazon excel    Amazon."
2023-01-03,"The Baird analyst raised his price target on block to 78 from 62. Jeffrey had stuck with a hold rating on paypal because the consensus on long-term organic revenue growth has been too aggressive, considering the company's marketshare losses to apple pay amazon pay and google pay."
2023-01-03,"Apple represents 5.93% of the fund and has a yield of 0.77%, microsoft msft 5.50%, amazon amzn 2.28%, alphabet goog googl 1.62% and spy 1.13%. Some companies don't pay a dividend."
2023-01-03,The current deal between microsoft and lseg is similar to Google Cloud's 1 billion equity investment in and 10-year cloud partnership with cme group cme and Amazon's multiyear partnership with nasdaq ndaq. For azure microsoft continues to see optimizations continue as a result of the increased prioritization of workloads.
2023-01-03,Shares of Amazon.com inc. amzn 1.53 advanced 2.17% to 85.82 on Tuesday on what proved to be an allaround dismal trading session for the stock market with the sp 500 index spx falling 0.73% to 3824.14 and dow jones industrial average djia 0.77% to 33136.37. Amazon's stock closed 85.58 below its 52week high of 171.40.
2023-01-03,"Amazon's prime tv uses Nielsen for its Thursday night football ratings, which is based on Nielsen's ratings for the prime time slot.    i.e. the Thursday night slot on Amazon Prime TV is on the same time slot as Prime Time. "
2023-01-03,"By the end of q4 my top tech holdings included amazon amzn alphabet googl googl meta meta palantir pltr tesla tsla and several other companies.    i.e. Amazon, Alphabet, Goog, Meta Meta Palantir, etc. i have several core positions including amazon alphabet palantir alibaba baidu meta and tesla. We should get compelling hedging opportunities as stocks attempt to find a bottom in 2023. i have core positions in Amazon, Alibaba, Baidu Meta and Tesla."
2023-01-04,"There were declines in the socalled stocks Facebook parent, meta platforms meta platforms, amazon.com amzn, netflix nflx and google parent alphabet googltotaled roughly 3.2 trillion. Facebook parent meta platforms are Facebook's parent company."
2023-01-04,Amzn purchased the company for 18 per share in a 3.9 billion deal. Amazon amzn bought the company from Amazon.com for 18 at the time. Amazon bought Amazon for $18 per share. Amazon paid $3.9billion for the company.
2023-01-04,Gmb urges Amazon UK bosses to give workers a proper pay rise and avoid industrial action altogether. Gmb wants Amazon UK to give its workers a pay rise. Gmbs amanda gearing said in a statement that Amazon UK should not take industrial action.  Amazon said 284 of its around 1400 employees at the site are members of the gmb union. The staff voted in favour of strike action last month.   Â      i.e. when the staff voted for strike action.  British workers belonging to the Gmb trade union at an amazon warehouse in central england are set to walk out on jan. 25 over a pay row. The union warned that further dates will be laid out in the coming weeks.     
2023-01-04,"Amazons bought a lot of Amazon stock with my summit stock sale as well as petrobras dividends. acps 255.37.16. Amazon bought a nice chunk of amazon stock with the sale and with the dividends from the sale.  Petrobras energy, arrowhead healthcare, advanced micro devices financial, bitcoin healthcare, facebook cons serv, jacobs solutions industrials, disney com serv, amazon con disc, tesla con disc and qualcomm info tech make up the portfolio. ACPS 48.91 is one of 8 of my stock holdings in the consumer discretionary sector. tsco 680 6800 68000 tsla 730 7300 73000 amzn 750 7500 75000 portfolio 8.4. tractor supply company tsco quietly continues to perform as one of the best companies in retail."
2023-01-04,"Online furniture seller will have to compete with larger rivals like Amazon.com amzn and wayfair.com who still promote aggressively, she wrote. She wrote that this will force the online furniture seller to battle larger rivals including amazon.com  and Wayfair."
2023-01-04,Amazon.com inc. amzn had a positive impact on stag during the pandemic. stag blasted off higher because of the positive impact of Amazon.com Inc. during that time. stag fair value estimate portfolio insight is an insight into stag's portfolio.   is an important tenant as its their largest by quite a significant margin.    in the amzn.com is their largest tenant by a significant by a lot of a lot.  iamzn is its largest by a big by a number of a significant  by a majority.
2023-01-04,"As thirdparty merchandise grows on Amazon, so does the company's negotiating power with independent sellers, as well as Amazon's market share on Amazon.com. Amazon has more negotiating power now than it did before, because of the growth of third party sellers.  Amorons advertising business is stronger than googles because it happens within a platform where users spend their time.    i believe that from a certain point of view amazons advertising is even stronger than Googles as it is within the platform where people spend time looking for something to buy.  Mr. Olsavsky explains how Amazon is helping its customers improve their control of their Amazon's costs thanks to its chip technology. There has been an uptick in customers focused on controlling costs due to the ongoing macroeconomic uncertainties and the ongoing uncertainty in the economy. The graph below shows that Amazon trades at the same price it had at the beginning of 2019. However, since then the company has improved a lot under some metrics. The main idea behind buying more Amazon is simple amazon is to increase its market share.   is growing at a fast pace. It's meaningful for amazons profitability.    is quite meaningful for the company's growth is.  is very meaningful for their growth is growing.  for their business is very significant.  in terms of the company is."
2023-01-04,"Microsoft, Amazon, amzn and meta platforms are cutting their staff sizes at work. They will reduce the number of employees at their respective companies.    iReport.com will keep up to date with the latest developments in this matter.  i"
2023-01-04,"Amazons has used different financing options to support capital expenditures debt repayments and working capital needs, a spokesperson told Reuters in a statement. The company is concerned about the uncertain macroeconomic environment in the last few months, the spokesperson added.     Amazon had about 35 billion in cash and cash equivalents and long-term debt of about 59 billion at the end of the third quarter ended sept. 30. Toronto Dominion was the administrative agent for the loan agreement in which dbs bank and mizuho bank were among lenders. Amzn.o said on Tuesday it had reached an agreement with certain lenders to provide the ecommerce giant with an 8 billion unsecured loan. Amazon.com Inc. is a major player in ecommerce and online retailing. It has a market value of $8 billion. Amorons shares were about 50% lower in 2022. It had also flagged workforce reductions in early 2023 without specifying the number. A strong greenback dragged shares down in that year too.  Amoron's shares were down 50% in 2022, while the greenback was up 50%."
2023-01-04,"Amazons is emerging as the strongest contender in what was previously regarded as one of oracles key strengths. For this purpose, I focus on aws ec2 elastic compute cloud and database components.    i focus on AWS ec2 Elastic compute Cloud and Database Components. Amazons should continue to play a leading role in the cloud market, according to Mr. Bezos.    - Amazon.com is the world's largest retailer of cloud computing services. Amazon is also the biggest e-commerce company in the world.  Amazons started in 2006 as a provider of elastic storage virtual servers and messaging. Now it offers more than 200 services covering databases and analytics.    It includes amazon aurora amazon redshift and amazon dynamodb. It was founded in 2006.  aws generates highermargin sales compared to amazons retail business, according to Aws' CEO, and is therefore more profitable than amazons' retail business. aws is based in New York City and has a strong presence in the U.S. market.  Gartner predicts a quadrant difference between 2021 and 2022 for awss and oracle. Oracle has been vocal about the superiority of its autonomous databases compared to aws openshift since last year.       .   in Amazon.com"
2023-01-04,Shares of Amazon.com inc. amzn 1.53 slumped 0.79 to 85.14 on Wednesday on what proved to be an allaround positive trading session for the stock market. The sp 500 index spx rose 0.73 to 3852.97 and the dow Jones industrial average djia 0.77 rising 0.40 to 33269.77.
2023-01-04, ishares russell 2000 etf amazon waste connections wcn nextera energy short qqq psq spgi brookfield infrastructure bipc service corporation sci as well as eli lilly and colly. lowenthal strategy holdings qqq spgi spgi. Verisk analytics vrsk is now the largest position contributing to slightly more than 7% of the portfolios nav. Ishares russell 2000 value etf iwn and amazon amzn each account for around 6% of nav's portfolio.  
2023-01-05,"Vzs has a partnership with Amazon AMAZONAWS cloud network. For this article, we will focus on vzs prospects in the 5G market.       for this article we focus on Vzs' prospects in 5G on top of its partnership with AMONDS AMONDO AWS. Amzns iot twinmaker allows developers to build digital twins of building factory and production lines. It is an example of the industrial solution.    iot Twinmaker is available in Germany and in the UK as well as in the US. It costs about $100,000.  vz has partnered with amzn to provide 5g network edge computing with the aws wavelength. vz and amzn will work together on this project.    vz will also work together with Amzn on the AWS WINDOW. "
2023-01-05,"As Amazon grows and matures, the benefits of investment in scalability can start to top out, as the company matures and grows, so will the need to invest more in scalable technology. Amazon is a good example of a company that has invested heavily in this area. Amazon has been a prime customer of Amazon for a long time and has been heavily involved in my shopping and media consumption habits for years. i am a longtime prime customer. i like to use Amazon for shopping and for media consumption. i.e. books, movies and music.  Amazons business model has changed over time. Here is how it looks for Amazon according to the company's financial statements and ycharts data. It looks like Amazon's business model is going to change over time as well as its market share has changed. As a consumer analyst and business leader, I have always been of two minds when it comes to amazon.com inc. and Nasdaqamzn.com.    i have always had two minds about Amazon.com Inc. and its products.   is one thing to compete headtohead with the convenient services amazon provides. It is another thing to be able to compete with Amazon's services. It's a different matter to compete against Amazon's convenient services. it's a very different matter.   "
2023-01-05,"1.53 layoffs will affect more than 18,000 employees at Amazon.com Inc. It's the highest reduction tally revealed in the past year at a major technology company as the industry pares back amid economic uncertainty. It will affect 1,53 employees."
2023-01-05,"The percentage of 5tharrated widemoat stocks is a good indicator of market sentiment. Here are the companies with ticker ticker: comcast corp, cmcsa, compass minerals international, cmp equifax, eFX, guidewire software, gwre masco corp, meta platforms, teradyne, tru tru, amazon.com, alphabet inc, googl polaris, pii. The company name ticker ticker 3m is the list of companies with historical valuation. The list includes adobe, amazon.com, amzn, autodesk, adsk bank of America, cme group, cmcsa fortinet, ftnt lam research corp, mktx masco corp, mchp monolithic power systems, mpwr palo alto networks, panw polaris, pii salesforce, crm servicenow, now teradyne, wst the western union, wfc west pharmaceutical services, workday and ter u.s. bancorp."
2023-01-05,"Google is the third biggest cloud service provider in the world, behind Amazon and Microsoft. Google is diversifying its revenues by competing and being the third largest cloud service Provider in the World. Google competes with Amazon, Microsoft, and others.    "
2023-01-05,"Some of the major American companies announced job cuts in recent weeks. Technology media and telecom companies are some of them. Amazon.com inc amzn.o said companywide layoffs would impact over 18,000 employees, including over 18000 at Amazon's e-commerce division. Rapid interest rate hikes and economic slowdown in China have forced firms such as Amazon, Disney, Facebook, Meta and American banks to trim their workforce.      Â   yest   Yest  yer   .  "
2023-01-05,"o can't always dominate everything and that might be a strength for New York City's new mayor. New York's mayor will be inaugurated on January 5th.    for Reuters breakingviews amazon.com amzn.com and Amazon.com.  Boss andy jassy wrote in a memo Wednesday about plans to hand out pink slips mostly in the amazon stores and people experience and technology groups, mainly in the Amazon.com stores and the people experience group.       .    showing weakness could actually benefit amazon.    i.  i   in this situation.  I   have a feeling that Amazon will benefit from this situation as well. I have a suspicion that Amazon might benefit from showing weakness. I suspect this is the case.  In a backwards way, this helps Ammoness' antitrust defense. It helps them in a way because it helps the government's antitrust defense as well. It's a win-win situation for both of them. It also helps the U.S. government's defense. Amazons has been hit by a slowing economy and investors souring view on tech. Amazon is one of the biggest digital behemoths in the world, but it's been hit hard by the economic slowdown and souring of tech investors' view on it."
2023-01-05,"On Wednesday Amazon's ceo andy jassy confirmed that the company plans to cut more than 18,000 jobs. This is higher than the number of jobs the company had previously said it would eliminate, so it's even more than the previous estimate. "
2023-01-05,"The layoff decisions by Amazon will be communicated starting January 18th. The decisions will largely impact the company's ecommerce and human resources organizations, according to the company’s ecommerce manager.  He added that the layoff decision will impact the employees in the company. Jassy says Amazon has weathered uncertain and difficult economies in the past and it will continue to do so.    jassy said amazon has survived difficult economic times before and will do so in the future. Jassy added that Amazon has no plans to change its operations. The cuts amount to 6% of amazons roughly 300,000 person corporate workforce. The retailer recently doubled its base pay ceiling to compete more aggressively for talent and the cuts are a swift turn for a retailer that recently doubled the base pay limit.    Amazons still needs to file certain legal notices about mass layoffs and it plans to pay severance, but it doesn't need to file any formal complaints yet. It doesn't have to pay any severance pay yet.    - Amazon.com.  Amorons layoffs now surpass the 11,000 announced by facebook parent Meta platforms inc. last year. Amorons went from an essential business moving goods during pandemic lockdowns to a company that overbuilt for demand, as Facebook parent Meta Platforms Inc. did."
2023-01-05,"Amzn.o is one of the biggest private employers in the United States. The wave of layoff sweeping through the tech sector could stretch into 2023 as companies rush to cut costs, analysts said on Thursday. Amazon.com Inc. is cutting thousands of jobs. Amazon's cloud division's growth has slowed as businesses cut back spending. The company's online retail unit is also struggling due to rising prices. Amazon's cloud unit makes most of the company's profit, but its online retail business is struggling.    "
2023-01-05,"The spdr sp500 etf nyse spy dropped sharply to retest levels below 383. The nasdaq eftnqq followed suit and dipped back below its median level of 2.66. Some of the mostwatched stocks including apple, aapl tesla and amazon approached levels near their lows of the day."
2023-01-05,"Wall Street Breakfast is available on Apple Podcasts and Spotify. The company laid off over 18k people, because it hired too many people. The stock is climbing.    It's going to go up by about 10% on Amazon AMZN. "
2023-01-05,"Amazons is cutting 18,000 jobs. It is the latest technology company to cut back after expanding rapidly during the pandemic. The ecommerce giant's stock fell nearly 2 per cent after the announcement.    Amazon's stock is down nearly 2."
2023-01-06,"Amzn web services grew 28 years ago yoy. Microsoft msft azure grew 35 yoy, Google goog googl cloud platform grew 38 yoy and Amazon amzn grew 28 yoy in the last 28 years.    . "
2023-01-06,"Amazon has made big investments in Alexa since its launch in 2014. Jeff Bezos, who first pitched Alexa, believes voice will play a key role in how people interact with computers in the future. He assigned top talent to grow the technology at the direction of Jeff Bezos.  is a vehicle for bringing customers into the broader amazon ecosystem where they'll purchase something from amazon.com or its other properties.    for Amazon.com and other properties as a vehicle to bring customers to the broader Amazon ecosystem as a way to buy something.  As customers use Alexa to shop from Amazon, it benefits all of Amazon and gives the customer a great shopping experience. This is how Amazon wants to monetize these things moving forward, as they want to make more money from the service.   .  Prices of some commodities used in Amazon devices have increased and could get passed along to consumers, he said. The prices of memory and displays has increased and those commodities could be passed on to consumers.       .   in the future.  Amazon is committed to the alexa unit despite the company taking steps to be more disciplined with costs in a very uncertain economy, the company's CEO said. Amazon is taking more pains to control costs in an uncertain economy. Amazon will continue to invest in the Alexa unit."
2023-01-06," trades at a highteens earnings multiple. Amazon is valued at a hefty 80x net profits. Amazon has seen its earnings drop in recent quarters. Amazon's closest American peer is Amazon amzn, which trades at an 80x earnings multiple, which is also very expensive."
2023-01-06,"Amzn has changed the retail experience and aws is the largest cloud infrastructure platform in the world. Amzn has built one of the most influential businesses in the U.S. as it changed the shopping experience. aws changed the cloud infrastructure as it's the largest platform for cloud computing. Amzn breaks up its business segments as north america international and aws. operating income 12971.00 24054.00 85.44 and operating margin 2.58 4.01%.   i am bullish on amazon going forward.   Amazon has a margin and profitability problem that needs to be addressed. Amazon has to improve its margins and profit margins. Amazon needs to improve their profit margins and margin. Amazon's profit margin needs to increase. Amazon should improve its profit margin and profit margin.  Amzn has the potential to exceed analyst expectations in the first half of 2023 through a series of beat and raise quarters which could lead to price target increases. In that case, they could replicate 2021s earnings from operations of 33.36 billion in 2023 and create a forward pe of 25.46. Amzn has the revenue and forward topline growth momentum, according to e-commerce giant's financial results.    iReport.com will keep an eye on amzn's financial performance.  for the next few days and report back to you."
2023-01-06," is consistent with Amazon closing or pausing warehouses, as well as closing down or paused warehouses, according to Amazon's warehouse operations.   for Amazon's closing of warehouses, for example, is also consistent with amazon pausing or closing or closing warehouses.  Amzn headcount reduction of over 18,000 employees suggests that consumer spending will weaken. Retail trade jobs increased a little up by 9000, but there are still a lot of unemployed people in the industry, which is bad news for the economy.   "
